id,node_name,resource_name,value,unit,pos_x,pos_y,pos_z,timestamp,time_of_collection,seconds_in_day,timestamp_unix,time_of_collection_unix,relative_position
33473,SGoAs6,illuminance at SGoAs6,130,lux,2.4,9.05,1.45,04-08-2016 00:21,04-08-2016 00:22,1321,1460067671,1460067721,office A
33474,SGoAs5,illuminance at SGoAs5,152,lux,2.4,11.55,3.9,04-08-2016 00:18,04-08-2016 00:22,1321,1460067507,1460067721,office A
33475,SGoAs4,illuminance at SGoAs4,117,lux,2.4,13.55,3.9,04-08-2016 00:20,04-08-2016 00:22,1321,1460067646,1460067721,office A
33476,SGoAs3,illuminance at SGoAs3,148,lux,2.4,17.6,1.45,04-08-2016 00:17,04-08-2016 00:22,1321,1460067479,1460067721,office A
33477,SGoAs2,illuminance at SGoAs2,88,lux,2.4,13.55,0,04-08-2016 00:15,04-08-2016 00:22,1322,1460067357,1460067722,office A
33478,SGoBs6,illuminance at SGoBs6,141,lux,2.4,6.1,1.45,04-08-2016 00:20,04-08-2016 00:22,1322,1460067655,1460067722,office B
33479,SGoAs1,illuminance at SGoAs1,122,lux,2.4,11.55,0,04-08-2016 00:16,04-08-2016 00:22,1322,1460067419,1460067722,office A
33480,SGoBs5,illuminance at SGoBs5,130,lux,2.4,4.05,0,04-08-2016 00:19,04-08-2016 00:22,1322,1460067598,1460067722,office B
33481,SGoBs4,illuminance at SGoBs4,124,lux,2.4,2.05,0,04-08-2016 00:17,04-08-2016 00:22,1322,1460067443,1460067722,office B
33482,SGoBs3,illuminance at SGoBs3,124,lux,2.4,0,1.45,04-08-2016 00:20,04-08-2016 00:22,1322,1460067625,1460067722,office B
33483,SGoBs2,illuminance at SGoBs2,145,lux,2.4,2.05,3.09,04-08-2016 00:15,04-08-2016 00:22,1322,1460067337,1460067722,office B
33484,SGoBs1,illuminance at SGoBs1,138,lux,2.4,4.05,3.09,04-08-2016 00:21,04-08-2016 00:22,1322,1460067693,1460067722,office B
33485,SGoAs6,illuminance at SGoAs6,130,lux,2.4,9.05,1.45,04-08-2016 00:41,04-08-2016 00:42,2523,1460068894,1460068923,office A
33486,SGoAs5,illuminance at SGoAs5,154,lux,2.4,11.55,3.9,04-08-2016 00:38,04-08-2016 00:42,2523,1460068707,1460068923,office A
33487,SGoAs4,illuminance at SGoAs4,115,lux,2.4,13.55,3.9,04-08-2016 00:39,04-08-2016 00:42,2523,1460068790,1460068923,office A
33488,SGoAs3,illuminance at SGoAs3,148,lux,2.4,17.6,1.45,04-08-2016 00:37,04-08-2016 00:42,2523,1460068652,1460068923,office A
33489,SGoAs2,illuminance at SGoAs2,90,lux,2.4,13.55,0,04-08-2016 00:37,04-08-2016 00:42,2523,1460068627,1460068923,office A
33490,SGoBs6,illuminance at SGoBs6,141,lux,2.4,6.1,1.45,04-08-2016 00:38,04-08-2016 00:42,2523,1460068710,1460068923,office B
33491,SGoAs1,illuminance at SGoAs1,122,lux,2.4,11.55,0,04-08-2016 00:38,04-08-2016 00:42,2523,1460068705,1460068923,office A
33492,SGoBs5,illuminance at SGoBs5,130,lux,2.4,4.05,0,04-08-2016 00:36,04-08-2016 00:42,2523,1460068611,1460068923,office B
33493,SGoBs4,illuminance at SGoBs4,122,lux,2.4,2.05,0,04-08-2016 00:36,04-08-2016 00:42,2523,1460068566,1460068923,office B
33494,SGoBs3,illuminance at SGoBs3,125,lux,2.4,0,1.45,04-08-2016 00:38,04-08-2016 00:42,2523,1460068699,1460068923,office B
33495,SGoBs2,illuminance at SGoBs2,144,lux,2.4,2.05,3.09,04-08-2016 00:35,04-08-2016 00:42,2524,1460068544,1460068924,office B
33496,SGoBs1,illuminance at SGoBs1,138,lux,2.4,4.05,3.09,04-08-2016 00:41,04-08-2016 00:42,2524,1460068893,1460068924,office B
33497,SGoAs6,illuminance at SGoAs6,130,lux,2.4,9.05,1.45,04-08-2016 01:01,04-08-2016 01:02,3724,1460070081,1460070124,office A
33498,SGoAs5,illuminance at SGoAs5,155,lux,2.4,11.55,3.9,04-08-2016 00:58,04-08-2016 01:02,3724,1460069913,1460070124,office A
33499,SGoAs4,illuminance at SGoAs4,118,lux,2.4,13.55,3.9,04-08-2016 00:57,04-08-2016 01:02,3724,1460069825,1460070124,office A
33500,SGoAs3,illuminance at SGoAs3,148,lux,2.4,17.6,1.45,04-08-2016 00:57,04-08-2016 01:02,3724,1460069836,1460070124,office A
33501,SGoAs2,illuminance at SGoAs2,88,lux,2.4,13.55,0,04-08-2016 00:58,04-08-2016 01:02,3724,1460069893,1460070124,office A
33502,SGoBs6,illuminance at SGoBs6,142,lux,2.4,6.1,1.45,04-08-2016 00:59,04-08-2016 01:02,3724,1460069995,1460070124,office B
33503,SGoAs1,illuminance at SGoAs1,122,lux,2.4,11.55,0,04-08-2016 00:55,04-08-2016 01:02,3724,1460069749,1460070124,office A
33504,SGoBs5,illuminance at SGoBs5,130,lux,2.4,4.05,0,04-08-2016 00:56,04-08-2016 01:02,3725,1460069803,1460070125,office B
33505,SGoBs4,illuminance at SGoBs4,125,lux,2.4,2.05,0,04-08-2016 01:00,04-08-2016 01:02,3725,1460070035,1460070125,office B
33506,SGoBs3,illuminance at SGoBs3,124,lux,2.4,0,1.45,04-08-2016 01:01,04-08-2016 01:02,3725,1460070092,1460070125,office B
33507,SGoBs2,illuminance at SGoBs2,147,lux,2.4,2.05,3.09,04-08-2016 00:55,04-08-2016 01:02,3725,1460069737,1460070125,office B
33508,SGoBs1,illuminance at SGoBs1,137,lux,2.4,4.05,3.09,04-08-2016 01:01,04-08-2016 01:02,3725,1460070093,1460070125,office B
33509,SGoAs6,illuminance at SGoAs6,130,lux,2.4,9.05,1.45,04-08-2016 01:20,04-08-2016 01:22,4925,1460071202,1460071325,office A
33510,SGoAs5,illuminance at SGoAs5,154,lux,2.4,11.55,3.9,04-08-2016 01:15,04-08-2016 01:22,4925,1460070934,1460071325,office A
33511,SGoAs4,illuminance at SGoAs4,115,lux,2.4,13.55,3.9,04-08-2016 01:17,04-08-2016 01:22,4925,1460071069,1460071325,office A
33512,SGoAs3,illuminance at SGoAs3,147,lux,2.4,17.6,1.45,04-08-2016 01:21,04-08-2016 01:22,4925,1460071300,1460071325,office A
33513,SGoAs2,illuminance at SGoAs2,90,lux,2.4,13.55,0,04-08-2016 01:18,04-08-2016 01:22,4926,1460071108,1460071326,office A
33514,SGoBs6,illuminance at SGoBs6,141,lux,2.4,6.1,1.45,04-08-2016 01:20,04-08-2016 01:22,4926,1460071238,1460071326,office B
33515,SGoAs1,illuminance at SGoAs1,121,lux,2.4,11.55,0,04-08-2016 01:18,04-08-2016 01:22,4926,1460071093,1460071326,office A
33516,SGoBs5,illuminance at SGoBs5,130,lux,2.4,4.05,0,04-08-2016 01:16,04-08-2016 01:22,4926,1460070961,1460071326,office B
33517,SGoBs4,illuminance at SGoBs4,124,lux,2.4,2.05,0,04-08-2016 01:18,04-08-2016 01:22,4926,1460071107,1460071326,office B
33518,SGoBs3,illuminance at SGoBs3,124,lux,2.4,0,1.45,04-08-2016 01:18,04-08-2016 01:22,4926,1460071132,1460071326,office B
33519,SGoBs2,illuminance at SGoBs2,147,lux,2.4,2.05,3.09,04-08-2016 01:15,04-08-2016 01:22,4926,1460070937,1460071326,office B
33520,SGoBs1,illuminance at SGoBs1,138,lux,2.4,4.05,3.09,04-08-2016 01:21,04-08-2016 01:22,4926,1460071293,1460071326,office B
33521,SGoAs6,illuminance at SGoAs6,130,lux,2.4,9.05,1.45,04-08-2016 01:40,04-08-2016 01:42,6127,1460072416,1460072527,office A
33522,SGoAs5,illuminance at SGoAs5,154,lux,2.4,11.55,3.9,04-08-2016 01:40,04-08-2016 01:42,6127,1460072425,1460072527,office A
33523,SGoAs4,illuminance at SGoAs4,115,lux,2.4,13.55,3.9,04-08-2016 01:39,04-08-2016 01:42,6127,1460072371,1460072527,office A
33524,SGoAs3,illuminance at SGoAs3,148,lux,2.4,17.6,1.45,04-08-2016 01:37,04-08-2016 01:42,6127,1460072268,1460072527,office A
33525,SGoAs2,illuminance at SGoAs2,88,lux,2.4,13.55,0,04-08-2016 01:38,04-08-2016 01:42,6127,1460072304,1460072527,office A
33526,SGoBs6,illuminance at SGoBs6,142,lux,2.4,6.1,1.45,04-08-2016 01:40,04-08-2016 01:42,6127,1460072413,1460072527,office B
33527,SGoAs1,illuminance at SGoAs1,121,lux,2.4,11.55,0,04-08-2016 01:37,04-08-2016 01:42,6127,1460072231,1460072527,office A
33528,SGoBs5,illuminance at SGoBs5,131,lux,2.4,4.05,0,04-08-2016 01:37,04-08-2016 01:42,6127,1460072244,1460072527,office B
33529,SGoBs4,illuminance at SGoBs4,125,lux,2.4,2.05,0,04-08-2016 01:40,04-08-2016 01:42,6127,1460072424,1460072527,office B
33530,SGoBs3,illuminance at SGoBs3,124,lux,2.4,0,1.45,04-08-2016 01:37,04-08-2016 01:42,6127,1460072221,1460072527,office B
33531,SGoBs2,illuminance at SGoBs2,147,lux,2.4,2.05,3.09,04-08-2016 01:35,04-08-2016 01:42,6128,1460072137,1460072528,office B
33532,SGoBs1,illuminance at SGoBs1,138,lux,2.4,4.05,3.09,04-08-2016 01:41,04-08-2016 01:42,6128,1460072493,1460072528,office B
33533,SGoAs6,illuminance at SGoAs6,130,lux,2.4,9.05,1.45,04-08-2016 02:00,04-08-2016 02:02,7328,1460073617,1460073728,office A
33534,SGoAs5,illuminance at SGoAs5,154,lux,2.4,11.55,3.9,04-08-2016 02:01,04-08-2016 02:02,7328,1460073668,1460073728,office A
33535,SGoAs4,illuminance at SGoAs4,115,lux,2.4,13.55,3.9,04-08-2016 01:58,04-08-2016 02:02,7328,1460073522,1460073728,office A
33536,SGoAs3,illuminance at SGoAs3,147,lux,2.4,17.6,1.45,04-08-2016 01:56,04-08-2016 02:02,7328,1460073391,1460073728,office A
33537,SGoAs2,illuminance at SGoAs2,88,lux,2.4,13.55,0,04-08-2016 01:58,04-08-2016 02:02,7328,1460073536,1460073728,office A
33538,SGoBs6,illuminance at SGoBs6,141,lux,2.4,6.1,1.45,04-08-2016 02:01,04-08-2016 02:02,7328,1460073701,1460073728,office B
33539,SGoAs1,illuminance at SGoAs1,122,lux,2.4,11.55,0,04-08-2016 01:58,04-08-2016 02:02,7329,1460073522,1460073729,office A
33540,SGoBs5,illuminance at SGoBs5,130,lux,2.4,4.05,0,04-08-2016 01:56,04-08-2016 02:02,7329,1460073400,1460073729,office B
33541,SGoBs4,illuminance at SGoBs4,124,lux,2.4,2.05,0,04-08-2016 01:57,04-08-2016 02:02,7329,1460073430,1460073729,office B
33542,SGoBs3,illuminance at SGoBs3,122,lux,2.4,0,1.45,04-08-2016 01:59,04-08-2016 02:02,7329,1460073555,1460073729,office B
33543,SGoBs2,illuminance at SGoBs2,147,lux,2.4,2.05,3.09,04-08-2016 01:55,04-08-2016 02:02,7329,1460073337,1460073729,office B
33544,SGoBs1,illuminance at SGoBs1,137,lux,2.4,4.05,3.09,04-08-2016 02:01,04-08-2016 02:02,7329,1460073693,1460073729,office B
33545,SGoAs6,illuminance at SGoAs6,130,lux,2.4,9.05,1.45,04-08-2016 02:21,04-08-2016 02:22,8529,1460074892,1460074929,office A
33546,SGoAs5,illuminance at SGoAs5,154,lux,2.4,11.55,3.9,04-08-2016 02:19,04-08-2016 02:22,8529,1460074784,1460074929,office A
33547,SGoAs4,illuminance at SGoAs4,117,lux,2.4,13.55,3.9,04-08-2016 02:16,04-08-2016 02:22,8529,1460074607,1460074929,office A
33548,SGoAs3,illuminance at SGoAs3,145,lux,2.4,17.6,1.45,04-08-2016 02:17,04-08-2016 02:22,8530,1460074643,1460074930,office A
33549,SGoAs2,illuminance at SGoAs2,92,lux,2.4,13.55,0,04-08-2016 02:20,04-08-2016 02:22,8530,1460074846,1460074930,office A
33550,SGoBs6,illuminance at SGoBs6,140,lux,2.4,6.1,1.45,04-08-2016 02:14,04-08-2016 02:22,8530,1460074458,1460074930,office B
33551,SGoAs1,illuminance at SGoAs1,122,lux,2.4,11.55,0,04-08-2016 02:19,04-08-2016 02:22,8530,1460074776,1460074930,office A
33552,SGoBs5,illuminance at SGoBs5,128,lux,2.4,4.05,0,04-08-2016 02:19,04-08-2016 02:22,8530,1460074741,1460074930,office B
33553,SGoBs4,illuminance at SGoBs4,124,lux,2.4,2.05,0,04-08-2016 02:18,04-08-2016 02:22,8530,1460074727,1460074930,office B
33554,SGoBs3,illuminance at SGoBs3,124,lux,2.4,0,1.45,04-08-2016 02:17,04-08-2016 02:22,8530,1460074664,1460074930,office B
33555,SGoBs2,illuminance at SGoBs2,147,lux,2.4,2.05,3.09,04-08-2016 02:15,04-08-2016 02:22,8530,1460074537,1460074930,office B
33556,SGoBs1,illuminance at SGoBs1,138,lux,2.4,4.05,3.09,04-08-2016 02:21,04-08-2016 02:22,8530,1460074893,1460074930,office B
33557,SGoAs6,illuminance at SGoAs6,130,lux,2.4,9.05,1.45,04-08-2016 02:40,04-08-2016 02:42,9731,1460076029,1460076131,office A
33558,SGoAs5,illuminance at SGoAs5,152,lux,2.4,11.55,3.9,04-08-2016 02:41,04-08-2016 02:42,9731,1460076075,1460076131,office A
33559,SGoAs4,illuminance at SGoAs4,117,lux,2.4,13.55,3.9,04-08-2016 02:40,04-08-2016 02:42,9731,1460076007,1460076131,office A
33560,SGoAs3,illuminance at SGoAs3,148,lux,2.4,17.6,1.45,04-08-2016 02:40,04-08-2016 02:42,9731,1460076054,1460076131,office A
33561,SGoAs2,illuminance at SGoAs2,88,lux,2.4,13.55,0,04-08-2016 02:40,04-08-2016 02:42,9731,1460076039,1460076131,office A
33562,SGoBs6,illuminance at SGoBs6,141,lux,2.4,6.1,1.45,04-08-2016 02:36,04-08-2016 02:42,9731,1460075805,1460076131,office B
33563,SGoAs1,illuminance at SGoAs1,121,lux,2.4,11.55,0,04-08-2016 02:37,04-08-2016 02:42,9731,1460075875,1460076131,office A
33564,SGoBs5,illuminance at SGoBs5,130,lux,2.4,4.05,0,04-08-2016 02:37,04-08-2016 02:42,9731,1460075858,1460076131,office B
33565,SGoBs4,illuminance at SGoBs4,124,lux,2.4,2.05,0,04-08-2016 02:40,04-08-2016 02:42,9731,1460076051,1460076131,office B
33566,SGoBs3,illuminance at SGoBs3,124,lux,2.4,0,1.45,04-08-2016 02:39,04-08-2016 02:42,9732,1460075968,1460076132,office B
33567,SGoBs2,illuminance at SGoBs2,147,lux,2.4,2.05,3.09,04-08-2016 02:35,04-08-2016 02:42,9732,1460075737,1460076132,office B
33568,SGoBs1,illuminance at SGoBs1,137,lux,2.4,4.05,3.09,04-08-2016 02:41,04-08-2016 02:42,9732,1460076093,1460076132,office B
33569,SGoAs6,illuminance at SGoAs6,131,lux,2.4,9.05,1.45,04-08-2016 02:58,04-08-2016 03:02,10932,1460077080,1460077332,office A
33570,SGoAs5,illuminance at SGoAs5,154,lux,2.4,11.55,3.9,04-08-2016 02:58,04-08-2016 03:02,10932,1460077081,1460077332,office A
33571,SGoAs4,illuminance at SGoAs4,115,lux,2.4,13.55,3.9,04-08-2016 02:55,04-08-2016 03:02,10932,1460076918,1460077332,office A
33572,SGoAs3,illuminance at SGoAs3,148,lux,2.4,17.6,1.45,04-08-2016 02:59,04-08-2016 03:02,10932,1460077154,1460077332,office A
33573,SGoAs2,illuminance at SGoAs2,90,lux,2.4,13.55,0,04-08-2016 03:01,04-08-2016 03:02,10932,1460077279,1460077332,office A
33574,SGoBs6,illuminance at SGoBs6,140,lux,2.4,6.1,1.45,04-08-2016 02:57,04-08-2016 03:02,10933,1460077041,1460077333,office B
33575,SGoAs1,illuminance at SGoAs1,121,lux,2.4,11.55,0,04-08-2016 02:58,04-08-2016 03:02,10933,1460077134,1460077333,office A
33576,SGoBs5,illuminance at SGoBs5,130,lux,2.4,4.05,0,04-08-2016 02:56,04-08-2016 03:02,10933,1460076979,1460077333,office B
33577,SGoBs4,illuminance at SGoBs4,125,lux,2.4,2.05,0,04-08-2016 02:58,04-08-2016 03:02,10933,1460077115,1460077333,office B
33578,SGoBs3,illuminance at SGoBs3,124,lux,2.4,0,1.45,04-08-2016 02:58,04-08-2016 03:02,10933,1460077100,1460077333,office B
33579,SGoBs2,illuminance at SGoBs2,147,lux,2.4,2.05,3.09,04-08-2016 02:55,04-08-2016 03:02,10933,1460076937,1460077333,office B
33580,SGoBs1,illuminance at SGoBs1,137,lux,2.4,4.05,3.09,04-08-2016 03:01,04-08-2016 03:02,10933,1460077293,1460077333,office B
33581,SGoAs6,illuminance at SGoAs6,130,lux,2.4,9.05,1.45,04-08-2016 03:20,04-08-2016 03:22,12133,1460078436,1460078533,office A
33582,SGoAs5,illuminance at SGoAs5,154,lux,2.4,11.55,3.9,04-08-2016 03:18,04-08-2016 03:22,12134,1460078307,1460078534,office A
33583,SGoAs4,illuminance at SGoAs4,117,lux,2.4,13.55,3.9,04-08-2016 03:21,04-08-2016 03:22,12134,1460078462,1460078534,office A
33584,SGoAs3,illuminance at SGoAs3,147,lux,2.4,17.6,1.45,04-08-2016 03:17,04-08-2016 03:22,12134,1460078263,1460078534,office A
33585,SGoAs2,illuminance at SGoAs2,88,lux,2.4,13.55,0,04-08-2016 03:14,04-08-2016 03:22,12134,1460078086,1460078534,office A
33586,SGoBs6,illuminance at SGoBs6,142,lux,2.4,6.1,1.45,04-08-2016 03:19,04-08-2016 03:22,12134,1460078356,1460078534,office B
33587,SGoAs1,illuminance at SGoAs1,122,lux,2.4,11.55,0,04-08-2016 03:19,04-08-2016 03:22,12134,1460078354,1460078534,office A
33588,SGoBs5,illuminance at SGoBs5,131,lux,2.4,4.05,0,04-08-2016 03:19,04-08-2016 03:22,12134,1460078366,1460078534,office B
33589,SGoBs4,illuminance at SGoBs4,125,lux,2.4,2.05,0,04-08-2016 03:19,04-08-2016 03:22,12134,1460078346,1460078534,office B
33590,SGoBs3,illuminance at SGoBs3,125,lux,2.4,0,1.45,04-08-2016 03:18,04-08-2016 03:22,12134,1460078336,1460078534,office B
33591,SGoBs2,illuminance at SGoBs2,147,lux,2.4,2.05,3.09,04-08-2016 03:15,04-08-2016 03:22,12134,1460078137,1460078534,office B
33592,SGoBs1,illuminance at SGoBs1,138,lux,2.4,4.05,3.09,04-08-2016 03:21,04-08-2016 03:22,12135,1460078493,1460078535,office B
33593,SGoAs6,illuminance at SGoAs6,130,lux,2.4,9.05,1.45,04-08-2016 03:35,04-08-2016 03:42,13335,1460079318,1460079735,office A
33594,SGoAs5,illuminance at SGoAs5,152,lux,2.4,11.55,3.9,04-08-2016 03:38,04-08-2016 03:42,13335,1460079496,1460079735,office A
33595,SGoAs4,illuminance at SGoAs4,117,lux,2.4,13.55,3.9,04-08-2016 03:37,04-08-2016 03:42,13335,1460079458,1460079735,office A
33596,SGoAs3,illuminance at SGoAs3,148,lux,2.4,17.6,1.45,04-08-2016 03:40,04-08-2016 03:42,13335,1460079617,1460079735,office A
33597,SGoAs2,illuminance at SGoAs2,90,lux,2.4,13.55,0,04-08-2016 03:39,04-08-2016 03:42,13335,1460079564,1460079735,office A
33598,SGoBs6,illuminance at SGoBs6,141,lux,2.4,6.1,1.45,04-08-2016 03:40,04-08-2016 03:42,13335,1460079626,1460079735,office B
33599,SGoAs1,illuminance at SGoAs1,121,lux,2.4,11.55,0,04-08-2016 03:39,04-08-2016 03:42,13335,1460079549,1460079735,office A
33600,SGoBs5,illuminance at SGoBs5,128,lux,2.4,4.05,0,04-08-2016 03:39,04-08-2016 03:42,13335,1460079540,1460079735,office B
33601,SGoBs4,illuminance at SGoBs4,124,lux,2.4,2.05,0,04-08-2016 03:36,04-08-2016 03:42,13335,1460079386,1460079735,office B
33602,SGoBs3,illuminance at SGoBs3,124,lux,2.4,0,1.45,04-08-2016 03:41,04-08-2016 03:42,13336,1460079660,1460079736,office B
33603,SGoBs2,illuminance at SGoBs2,147,lux,2.4,2.05,3.09,04-08-2016 03:35,04-08-2016 03:42,13336,1460079337,1460079736,office B
33604,SGoBs1,illuminance at SGoBs1,138,lux,2.4,4.05,3.09,04-08-2016 03:41,04-08-2016 03:42,13336,1460079693,1460079736,office B
33605,SGoAs6,illuminance at SGoAs6,130,lux,2.4,9.05,1.45,04-08-2016 04:01,04-08-2016 04:02,14536,1460080876,1460080936,office A
33606,SGoAs5,illuminance at SGoAs5,151,lux,2.4,11.55,3.9,04-08-2016 04:00,04-08-2016 04:02,14536,1460080809,1460080936,office A
33607,SGoAs4,illuminance at SGoAs4,117,lux,2.4,13.55,3.9,04-08-2016 04:01,04-08-2016 04:02,14536,1460080908,1460080936,office A
33608,SGoAs3,illuminance at SGoAs3,148,lux,2.4,17.6,1.45,04-08-2016 03:58,04-08-2016 04:02,14536,1460080734,1460080936,office A
33609,SGoAs2,illuminance at SGoAs2,84,lux,2.4,13.55,0,04-08-2016 03:58,04-08-2016 04:02,14536,1460080724,1460080936,office A
33610,SGoBs6,illuminance at SGoBs6,141,lux,2.4,6.1,1.45,04-08-2016 03:58,04-08-2016 04:02,14537,1460080717,1460080937,office B
33611,SGoAs1,illuminance at SGoAs1,122,lux,2.4,11.55,0,04-08-2016 04:00,04-08-2016 04:02,14537,1460080827,1460080937,office A
33612,SGoBs5,illuminance at SGoBs5,130,lux,2.4,4.05,0,04-08-2016 04:00,04-08-2016 04:02,14537,1460080853,1460080937,office B
33613,SGoBs4,illuminance at SGoBs4,124,lux,2.4,2.05,0,04-08-2016 04:00,04-08-2016 04:02,14537,1460080852,1460080937,office B
33614,SGoBs3,illuminance at SGoBs3,125,lux,2.4,0,1.45,04-08-2016 04:00,04-08-2016 04:02,14537,1460080808,1460080937,office B
33615,SGoBs2,illuminance at SGoBs2,145,lux,2.4,2.05,3.09,04-08-2016 03:55,04-08-2016 04:02,14537,1460080537,1460080937,office B
33616,SGoBs1,illuminance at SGoBs1,138,lux,2.4,4.05,3.09,04-08-2016 04:01,04-08-2016 04:02,14537,1460080893,1460080937,office B
33617,SGoAs6,illuminance at SGoAs6,131,lux,2.4,9.05,1.45,04-08-2016 04:16,04-08-2016 04:22,15737,1460081809,1460082137,office A
33618,SGoAs5,illuminance at SGoAs5,155,lux,2.4,11.55,3.9,04-08-2016 04:19,04-08-2016 04:22,15738,1460081977,1460082138,office A
33619,SGoAs4,illuminance at SGoAs4,115,lux,2.4,13.55,3.9,04-08-2016 04:20,04-08-2016 04:22,15738,1460082056,1460082138,office A
33620,SGoAs3,illuminance at SGoAs3,147,lux,2.4,17.6,1.45,04-08-2016 04:18,04-08-2016 04:22,15738,1460081897,1460082138,office A
33621,SGoAs2,illuminance at SGoAs2,90,lux,2.4,13.55,0,04-08-2016 04:14,04-08-2016 04:22,15738,1460081675,1460082138,office A
33622,SGoBs6,illuminance at SGoBs6,135,lux,2.4,6.1,1.45,04-08-2016 04:19,04-08-2016 04:22,15738,1460081996,1460082138,office B
33623,SGoAs1,illuminance at SGoAs1,122,lux,2.4,11.55,0,04-08-2016 04:19,04-08-2016 04:22,15738,1460081944,1460082138,office A
33624,SGoBs5,illuminance at SGoBs5,131,lux,2.4,4.05,0,04-08-2016 04:17,04-08-2016 04:22,15738,1460081879,1460082138,office B
33625,SGoBs4,illuminance at SGoBs4,124,lux,2.4,2.05,0,04-08-2016 04:16,04-08-2016 04:22,15738,1460081788,1460082138,office B
33626,SGoBs3,illuminance at SGoBs3,122,lux,2.4,0,1.45,04-08-2016 04:17,04-08-2016 04:22,15738,1460081873,1460082138,office B
33627,SGoBs2,illuminance at SGoBs2,145,lux,2.4,2.05,3.09,04-08-2016 04:15,04-08-2016 04:22,15738,1460081737,1460082138,office B
33628,SGoBs1,illuminance at SGoBs1,138,lux,2.4,4.05,3.09,04-08-2016 04:21,04-08-2016 04:22,15739,1460082092,1460082139,office B
33629,SGoAs6,illuminance at SGoAs6,132,lux,2.4,9.05,1.45,04-08-2016 04:41,04-08-2016 04:42,16939,1460083305,1460083339,office A
33630,SGoAs5,illuminance at SGoAs5,151,lux,2.4,11.55,3.9,04-08-2016 04:38,04-08-2016 04:42,16939,1460083082,1460083339,office A
33631,SGoAs4,illuminance at SGoAs4,117,lux,2.4,13.55,3.9,04-08-2016 04:40,04-08-2016 04:42,16939,1460083203,1460083339,office A
33632,SGoAs3,illuminance at SGoAs3,148,lux,2.4,17.6,1.45,04-08-2016 04:37,04-08-2016 04:42,16939,1460083045,1460083339,office A
33633,SGoAs2,illuminance at SGoAs2,88,lux,2.4,13.55,0,04-08-2016 04:41,04-08-2016 04:42,16939,1460083290,1460083339,office A
33634,SGoBs6,illuminance at SGoBs6,141,lux,2.4,6.1,1.45,04-08-2016 04:40,04-08-2016 04:42,16939,1460083258,1460083339,office B
33635,SGoAs1,illuminance at SGoAs1,122,lux,2.4,11.55,0,04-08-2016 04:38,04-08-2016 04:42,16939,1460083106,1460083339,office A
33636,SGoBs5,illuminance at SGoBs5,130,lux,2.4,4.05,0,04-08-2016 04:35,04-08-2016 04:42,16940,1460082928,1460083340,office B
33637,SGoBs4,illuminance at SGoBs4,125,lux,2.4,2.05,0,04-08-2016 04:37,04-08-2016 04:42,16940,1460083077,1460083340,office B
33638,SGoBs3,illuminance at SGoBs3,124,lux,2.4,0,1.45,04-08-2016 04:36,04-08-2016 04:42,16940,1460082996,1460083340,office B
33639,SGoBs2,illuminance at SGoBs2,145,lux,2.4,2.05,3.09,04-08-2016 04:35,04-08-2016 04:42,16940,1460082937,1460083340,office B
33640,SGoBs1,illuminance at SGoBs1,137,lux,2.4,4.05,3.09,04-08-2016 04:41,04-08-2016 04:42,16940,1460083292,1460083340,office B
33641,SGoAs6,illuminance at SGoAs6,130,lux,2.4,9.05,1.45,04-08-2016 05:00,04-08-2016 05:02,18140,1460084402,1460084540,office A
33642,SGoAs5,illuminance at SGoAs5,154,lux,2.4,11.55,3.9,04-08-2016 05:00,04-08-2016 05:02,18140,1460084408,1460084540,office A
33643,SGoAs4,illuminance at SGoAs4,117,lux,2.4,13.55,3.9,04-08-2016 04:57,04-08-2016 05:02,18140,1460084221,1460084540,office A
33644,SGoAs3,illuminance at SGoAs3,148,lux,2.4,17.6,1.45,04-08-2016 05:00,04-08-2016 05:02,18140,1460084450,1460084540,office A
33645,SGoAs2,illuminance at SGoAs2,90,lux,2.4,13.55,0,04-08-2016 04:59,04-08-2016 05:02,18141,1460084365,1460084541,office A
33646,SGoBs6,illuminance at SGoBs6,141,lux,2.4,6.1,1.45,04-08-2016 04:59,04-08-2016 05:02,18141,1460084378,1460084541,office B
33647,SGoAs1,illuminance at SGoAs1,121,lux,2.4,11.55,0,04-08-2016 04:56,04-08-2016 05:02,18141,1460084189,1460084541,office A
33648,SGoBs5,illuminance at SGoBs5,128,lux,2.4,4.05,0,04-08-2016 05:01,04-08-2016 05:02,18141,1460084460,1460084541,office B
33649,SGoBs4,illuminance at SGoBs4,125,lux,2.4,2.05,0,04-08-2016 04:57,04-08-2016 05:02,18141,1460084236,1460084541,office B
33650,SGoBs3,illuminance at SGoBs3,125,lux,2.4,0,1.45,04-08-2016 05:01,04-08-2016 05:02,18141,1460084497,1460084541,office B
33651,SGoBs2,illuminance at SGoBs2,147,lux,2.4,2.05,3.09,04-08-2016 04:55,04-08-2016 05:02,18141,1460084136,1460084541,office B
33652,SGoBs1,illuminance at SGoBs1,135,lux,2.4,4.05,3.09,04-08-2016 05:01,04-08-2016 05:02,18141,1460084492,1460084541,office B
33653,SGoAs6,illuminance at SGoAs6,130,lux,2.4,9.05,1.45,04-08-2016 05:20,04-08-2016 05:22,19342,1460085648,1460085742,office A
33654,SGoAs5,illuminance at SGoAs5,154,lux,2.4,11.55,3.9,04-08-2016 05:18,04-08-2016 05:22,19342,1460085505,1460085742,office A
